<TICKER>,<PER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OI>
RDSA,D,20090102,18.65,19.745,18.65,19.685,5717190
RDSA,D,20090105,19.98,20.10,19.37,20.075,8215451
RDSA,D,20090106,20.20,20.95,19.965,20.565,11572494
RDSA,D,20090107,20.50,20.565,19.77,20.065,10651784
RDSA,D,20090108,19.795,20.39,19.68,20.285,8361025
RDSA,D,20090109,20.265,20.49,19.905,20.21,8375941
RDSA,D,20090112,20.05,20.21,19.65,19.75,6337689
RDSA,D,20090113,19.58,19.98,19.42,19.88,9348858
RDSA,D,20090114,20.03,20.08,18.70,18.945,11422603
RDSA,D,20090115,18.87,19.085,18.42,18.58,11596315
RDSA,D,20090116,18.945,19.41,18.80,19.00,10539804
RDSA,D,20090119,19.27,19.485,18.60,18.885,6988330
RDSA,D,20090120,18.68,18.91,18.475,18.645,10906758
RDSA,D,20090121,18.485,18.585,17.695,17.905,15148963
RDSA,D,20090122,18.445,18.57,17.815,17.88,12421073
RDSA,D,20090123,17.81,18.395,17.50,18.215,10974954
RDSA,D,20090126,18.345,19.015,18.05,18.98,11344866
RDSA,D,20090127,19.05,19.10,18.42,19.09,9453897
RDSA,D,20090128,19.25,19.385,19.025,19.16,9942888
RDSA,D,20090129,18.88,19.74,18.87,19.72,12675704
RDSA,D,20090130,19.63,19.82,19.30,19.395,13707755
RDSA,D,20090202,19.20,19.28,18.86,19.24,10136640
RDSA,D,20090203,19.325,19.455,18.75,19.365,10868480
RDSA,D,20090204,19.18,19.75,19.06,19.50,10723714
RDSA,D,20090205,19.28,19.625,18.955,19.58,12436502
RDSA,D,20090206,19.815,20.00,19.50,19.96,9819865
RDSA,D,20090209,19.88,20.13,19.615,19.995,6271107
RDSA,D,20090210,19.81,19.905,19.22,19.275,8677541
RDSA,D,20090211,19.05,19.505,18.975,19.45,8086176
RDSA,D,20090212,19.31,19.39,18.97,19.39,10825713
RDSA,D,20090213,19.54,20.025,19.505,19.77,9789458
RDSA,D,20090216,19.63,19.755,19.505,19.56,3987219
RDSA,D,20090217,19.365,19.48,19.075,19.24,7334185
RDSA,D,20090218,19.33,19.365,18.865,19.32,8663566
RDSA,D,20090219,19.46,19.56,19.09,19.16,6637970
RDSA,D,20090220,18.97,19.01,18.60,18.64,10022643
RDSA,D,20090223,18.83,18.96,18.31,18.395,9184863
RDSA,D,20090224,18.10,18.40,17.815,18.03,10665415
RDSA,D,20090225,18.30,18.32,17.71,17.94,10073379
RDSA,D,20090226,18.135,18.16,17.54,17.82,10282965
RDSA,D,20090227,17.685,17.73,17.00,17.39,14607256
RDSA,D,20090302,17.015,17.185,16.00,16.15,29237490
RDSA,D,20090303,16.16,16.685,15.27,15.38,21116320
RDSA,D,20090304,15.71,16.48,15.60,16.40,17295924
RDSA,D,20090305,16.30,16.37,15.89,15.935,13104560
RDSA,D,20090306,16.01,16.80,15.905,16.44,16237799
RDSA,D,20090309,16.56,16.69,16.095,16.495,10124048
RDSA,D,20090310,16.36,17.305,16.22,17.10,12786026
RDSA,D,20090311,17.05,17.37,16.86,17.06,9519504
RDSA,D,20090312,16.76,17.36,16.655,17.24,8824498
RDSA,D,20090313,17.50,17.78,17.38,17.52,9019452
RDSA,D,20090316,17.65,17.85,17.35,17.78,8354958
RDSA,D,20090317,17.61,17.69,17.07,17.465,10388382
RDSA,D,20090318,17.58,17.65,16.45,16.76,14771255
RDSA,D,20090319,16.75,17.215,16.53,16.77,17560770
RDSA,D,20090320,16.535,16.925,16.535,16.73,11286362
RDSA,D,20090323,17.10,17.40,16.91,17.33,10105206
RDSA,D,20090324,17.355,17.42,16.95,17.21,9985637
RDSA,D,20090325,17.10,17.61,17.08,17.49,6490377
RDSA,D,20090326,17.60,17.66,17.15,17.285,7493827
RDSA,D,20090327,17.285,17.50,17.145,17.30,5100846
RDSA,D,20090330,17.05,17.13,16.69,16.70,6356115
RDSA,D,20090331,16.77,16.99,16.62,16.93,7276822
RDSA,D,20090401,16.74,16.79,16.295,16.69,13644493
RDSA,D,20090402,17.15,17.54,17.00,17.435,9772761
RDSA,D,20090403,17.48,17.72,16.97,17.08,7989471
RDSA,D,20090406,17.25,17.33,16.66,16.755,11505165
RDSA,D,20090407,16.915,17.045,16.39,16.535,8782076
RDSA,D,20090408,16.33,16.475,16.16,16.30,9169605
RDSA,D,20090409,16.50,16.51,16.165,16.235,10341240
RDSA,D,20090414,16.35,16.51,15.93,16.16,12246598
RDSA,D,20090415,16.20,16.52,16.025,16.135,12572952
RDSA,D,20090416,16.22,16.40,15.97,16.40,10321808
RDSA,D,20090417,16.52,16.61,16.20,16.40,11122699
RDSA,D,20090420,16.445,16.63,16.19,16.24,8539745
RDSA,D,20090421,16.25,16.41,15.975,16.40,8032974
RDSA,D,20090422,16.48,16.56,16.19,16.385,9445552
RDSA,D,20090423,16.40,16.825,16.26,16.67,8135519
RDSA,D,20090424,16.80,17.46,16.69,17.32,10755898
RDSA,D,20090427,17.14,17.425,16.955,17.38,7268210
RDSA,D,20090428,17.21,17.365,17.08,17.245,6749533
RDSA,D,20090429,17.48,17.485,17.185,17.41,7970117
RDSA,D,20090430,17.50,17.885,17.415,17.57,10247621
RDSA,D,20090504,17.715,18.045,17.62,17.99,5552256
RDSA,D,20090505,18.145,18.15,17.84,17.965,8341383
RDSA,D,20090506,17.65,17.97,17.405,17.875,10865628
RDSA,D,20090507,18.05,18.295,17.67,17.79,12315560
RDSA,D,20090508,17.985,18.315,17.90,18.18,8162641
RDSA,D,20090511,18.25,18.25,17.58,17.69,7901132
RDSA,D,20090512,17.68,18.135,17.60,18.05,8448377
RDSA,D,20090513,18.29,18.585,18.17,18.24,10591686
RDSA,D,20090514,18.13,18.285,17.815,18.01,8642678
RDSA,D,20090515,18.05,18.14,17.81,18.03,6145779
RDSA,D,20090518,17.90,18.615,17.75,18.535,6792881
RDSA,D,20090519,18.72,18.75,18.44,18.625,6904957
RDSA,D,20090520,18.515,19.02,18.515,18.895,8096223
RDSA,D,20090521,18.63,18.68,18.405,18.535,5621861
RDSA,D,20090522,18.555,18.63,18.37,18.53,5014367
RDSA,D,20090525,18.485,18.55,18.22,18.50,2071801
RDSA,D,20090526,18.46,18.86,18.21,18.795,5216879
RDSA,D,20090527,18.92,18.94,18.54,18.76,5571495
